county,fips,year,sex,All,mage_bothsexes,age04,age59,age1014,age1519,age2024,age2529,age3034,age3539,age4044,age4549,age5054,age5559,age6064,age6569,age7074,age7579,age8084,age8589,age9094,age9599,age100104,source
California,1,1971,m,10065337,27.54924036,840378,935762,997567,995131,1049739,772124,640959,586274,589064,593231,530882,446555,359437,271649,199215,131426,77821,31466,10145,2161,4351,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
California,1,1971,w,10280852,,814553,915383,978000,931527,917868,760379,628877,577748,604881,638133,563362,486447,409935,336160,281616,207615,133080,62232,22712,5590,4754,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Alameda County,6001,1971,m,537943,27.35471402,42694,47536,50190,48561,67995,46387,34784,29940,29569,31150,28125,23784,19079,13990,10089,6713,4406,1906,635,137,273,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Alameda County,6001,1971,w,549754,,41395,46653,49296,47258,57815,43434,33626,29098,30869,33624,29958,26047,21743,17705,15062,11890,8094,4008,1495,370,314,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Alpine County,6003,1971,m,303,29.5,24,26,39,26,17,26,26,17,16,18,19,18,13,8,4,4,1,1,0,0,0,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Alpine County,6003,1971,w,286,,18,26,34,30,14,20,26,9,19,12,26,18,11,7,5,5,2,4,0,0,0,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Amador County,6005,1971,m,6723,33.2107438,427,492,503,1132,535,322,324,290,320,401,404,432,360,311,218,132,70,33,11,2,4,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Amador County,6005,1971,w,6062,,379,474,505,488,344,354,336,274,347,432,410,450,411,292,207,153,110,64,21,7,4,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Butte County,6007,1971,m,51189,29.66571429,3474,4282,4756,5356,5328,3321,2597,2292,2489,2599,2812,2764,2531,2360,1797,1252,734,299,90,17,39,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Butte County,6007,1971,w,54812,,3456,4251,4594,5353,5611,3628,2668,2508,2646,3122,3235,3053,2862,2401,2129,1571,974,493,178,42,37,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Calaveras County,6009,1971,m,7117,36.78308824,438,527,689,647,462,388,395,351,392,446,447,433,460,400,299,186,98,40,11,3,5,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Calaveras County,6009,1971,w,6688,,423,512,548,533,385,368,336,356,387,442,482,453,489,372,237,171,105,58,21,6,4,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Colusa County,6011,1971,m,6201,30.16956522,464,547,671,617,435,385,311,329,361,344,400,362,284,280,165,132,66,32,10,2,4,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Colusa County,6011,1971,w,6108,,461,548,610,623,400,374,341,311,363,350,390,329,277,220,187,142,101,56,17,5,3,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Contra Costa County,6013,1971,m,279920,27.58521212,22766,28089,30005,28260,24470,19477,17821,16639,17781,18761,16448,13340,9664,6462,4328,2904,1691,657,218,46,93,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Contra Costa County,6013,1971,w,287788,,22572,27432,29888,27639,22388,20460,18385,17299,18537,19989,17138,13364,10099,7636,5949,4368,2722,1263,454,112,94,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Del Norte County,6015,1971,m,7487,28.90112994,591,744,776,765,536,416,407,410,441,472,434,424,360,283,197,137,59,23,7,1,4,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Del Norte County,6015,1971,w,7598,,623,709,871,745,491,449,463,431,445,458,434,420,344,277,198,115,71,33,15,3,3,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
El Dorado County,6017,1971,m,23535,30.17926186,1647,2054,2380,2301,1966,1543,1427,1399,1464,1442,1429,1309,1089,859,634,329,173,61,17,5,7,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
El Dorado County,6017,1971,w,23669,,1530,1999,2366,2392,1770,1552,1456,1401,1485,1605,1481,1305,1122,866,612,364,207,106,34,9,7,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Fresno County,6019,1971,m,206893,25.77755137,18735,21052,22678,22415,19636,13710,11299,10658,11055,11836,10643,9290,7565,5902,4200,3013,1960,811,264,59,112,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Fresno County,6019,1971,w,216119,,17862,20625,22412,21502,20010,14771,11861,11513,12502,12840,11283,9716,8281,6562,5528,4174,2757,1245,465,114,96,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Glenn County,6021,1971,m,8821,31.19892473,659,811,913,910,635,502,455,457,505,520,496,520,444,371,258,199,110,34,14,3,5,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Glenn County,6021,1971,w,8887,,633,770,886,868,533,505,469,476,530,536,514,522,443,406,286,258,143,72,25,7,5,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Humboldt County,6023,1971,m,50723,26.61426684,3893,4602,5404,5702,4954,3444,2995,2638,2780,2955,2679,2517,2067,1586,1121,722,373,194,58,13,26,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Humboldt County,6023,1971,w,50583,,3808,4440,5046,5363,5109,3679,2897,2666,2774,2909,2785,2384,2093,1508,1195,858,631,285,106,25,22,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Imperial County,6025,1971,m,37264,23.66338028,3733,4315,4581,4062,2675,2058,1924,1967,2102,1952,1754,1595,1590,1240,823,480,258,104,32,6,13,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Imperial County,6025,1971,w,37735,,3708,4306,4523,4107,2873,2286,2187,2131,2223,2138,1824,1553,1340,959,698,420,269,125,45,10,10,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Inyo County,6027,1971,m,8174,33.93956044,572,695,782,744,481,497,469,477,543,509,477,552,473,350,271,148,85,36,9,1,3,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Inyo County,6027,1971,w,8006,,556,674,755,693,483,438,461,432,486,525,547,528,434,367,273,182,93,50,20,5,4,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Kern County,6029,1971,m,168428,26.2757079,14914,17292,18544,17627,14833,11399,10120,9480,9555,9472,8662,7883,6526,4860,3458,1989,1148,433,143,29,61,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Kern County,6029,1971,w,170168,,14371,16932,18521,16934,13516,11658,10220,9633,9902,10210,9214,8027,6756,5114,3791,2642,1638,727,250,60,52,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Kings County,6031,1971,m,35550,23.02426521,3398,3653,3721,3563,5926,2534,2205,1803,1619,1548,1324,1229,962,740,524,382,228,118,45,9,19,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Kings County,6031,1971,w,31865,,3133,3601,3526,3011,2770,2445,2155,1848,1681,1623,1403,1206,1043,812,615,484,315,131,43,10,10,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Lake County,6033,1971,m,10221,45.73305085,614,689,810,813,466,421,437,407,466,596,671,774,812,858,645,393,229,82,24,5,9,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Lake County,6033,1971,w,10879,,571,704,789,807,460,457,459,476,531,677,820,902,977,811,641,405,219,111,42,11,9,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Lassen County,6035,1971,m,9217,29.33628319,615,675,809,840,1027,806,674,619,582,567,498,471,365,246,192,117,67,30,11,2,4,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Lassen County,6035,1971,w,7581,,610,656,752,742,578,439,405,414,517,545,459,391,357,242,209,118,85,38,16,5,3,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Los Angeles County,6037,1971,m,3453844,28.55769928,295614,314425,331677,318615,328927,277151,226952,205832,210009,213420,192073,164283,129195,92663,66355,43637,26385,10838,3520,758,1515,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Los Angeles County,6037,1971,w,3638166,,287734,308826,326562,315133,319802,271677,219808,201420,215269,231429,209544,182521,151222,123821,105302,78824,51786,24435,8958,2216,1877,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Madera County,6039,1971,m,21592,27.65418895,1991,2131,2299,2248,1716,1315,1094,1046,1133,1186,1160,1109,1009,798,574,382,238,111,33,5,14,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Madera County,6039,1971,w,21628,,1864,2014,2201,2160,1561,1299,1151,1170,1176,1303,1181,1169,1014,779,642,455,292,132,44,11,10,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Marin County,6041,1971,m,104949,29.66637324,7702,9404,9898,9316,8927,8903,8288,7511,7384,6889,6210,4789,3668,2327,1642,1099,592,264,82,19,35,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Marin County,6041,1971,w,106047,,7534,9108,9797,8918,8310,8818,7540,6892,7205,7359,6076,5105,3883,3033,2431,1837,1232,632,232,57,48,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Mariposa County,6043,1971,m,3326,35.09285714,186,264,289,344,248,198,177,158,176,181,193,220,185,194,148,73,54,24,9,2,3,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Mariposa County,6043,1971,w,3145,,206,247,275,241,222,173,159,168,165,206,191,215,200,179,133,74,49,28,9,2,3,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Mendocino County,6045,1971,m,26268,30.29246795,2109,2366,2624,2527,1917,1678,1480,1369,1527,1691,1530,1464,1304,996,744,492,293,101,33,8,15,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Mendocino County,6045,1971,w,26155,,2052,2126,2534,2452,1913,1731,1481,1358,1534,1624,1565,1519,1294,1047,749,560,359,165,63,16,13,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Merced County,6047,1971,m,54716,24.26061998,5082,5777,6358,5812,5685,3649,2928,3141,2903,2917,2596,2311,1806,1497,997,646,356,167,53,11,24,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Merced County,6047,1971,w,53794,,5032,5622,6216,5548,4411,3486,3113,3214,3120,3044,2611,2281,1865,1467,1125,803,498,225,78,18,17,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Modoc County,6049,1971,m,3809,33.13333333,270,322,343,378,230,232,208,187,229,249,238,267,190,200,111,85,40,20,7,0,3,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Modoc County,6049,1971,w,3895,,266,324,358,405,229,225,222,198,248,275,257,218,190,159,137,84,66,25,7,1,1,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Mono County,6051,1971,m,2514,27.96022727,180,203,240,225,239,257,185,168,176,140,125,126,96,71,44,28,7,4,0,0,0,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Mono County,6051,1971,w,2261,,161,182,229,229,225,206,147,137,143,134,111,120,107,62,36,22,6,4,0,0,0,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Monterey County,6053,1971,m,137854,23.41059836,10998,11442,12500,19190,26467,10342,7122,6227,6264,5846,5360,4628,4025,2998,2070,1269,680,275,92,19,40,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Monterey County,6053,1971,w,115041,,10566,11069,11732,10867,11113,8542,6871,6496,6697,6611,5636,4756,4125,3122,2759,1905,1314,562,205,49,44,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Napa County,6055,1971,m,40146,31.48337156,2784,3413,3797,3738,3380,2715,2159,2054,2119,2448,2395,2183,1927,1516,1372,1101,677,246,74,16,32,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Napa County,6055,1971,w,41071,,2851,3372,3682,3585,3323,2609,2229,2131,2319,2614,2508,2253,2028,1687,1497,1118,707,362,137,31,28,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Nevada County,6057,1971,m,13232,36.11484099,838,1097,1204,1230,998,732,671,608,651,764,885,835,790,708,570,335,210,69,22,6,9,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
